Date,Andaman,Andhra Pradesh,Arunachal Pradesh,Assam,Bihar,Chandigarh,Chhattisgarh,Daman,Delhi,Goa,Gujarat,Haryana,Himachal Pradesh,Jammu and Kashmir,Jharkhand,Karnataka,Kerala,Ladakh,Lakshadweep,Madhya Pradesh,Maharashtra,Manipur,Meghalaya,Mizoram,Nagaland,Odisha,Puducherry,Punjab,Rajasthan,Sikkim,Tamil Nadu,Telangana,Tripura,Uttar Pradesh,Uttarakhand,West Bengal
2020-07-25,85.0,39990.0,661.0,8084.0,11363.0,275.0,2128.0,301.0,13681.0,1646.0,12418.0,6420.0,798.0,7269.0,4116.0,52799.0,9379.0,209.0,0.0,7553.0,144018.0,655.0,496.0,178.0,701.0,7372.0,997.0,3838.0,9029.0,335.0,53132.0,11677.0,1617.0,21711.0,1986.0,19154.0
2020-07-26,114.0,44431.0,695.0,7954.0,12317.0,284.0,2365.0,328.0,12657.0,1606.0,12695.0,6495.0,865.0,7483.0,4329.0,55396.0,9428.0,216.0,0.0,7639.0,145785.0,652.0,547.0,178.0,744.0,7954.0,1055.0,4096.0,9379.0,357.0,52273.0,11677.0,1642.0,22452.0,2403.0,19391.0
2020-07-27,142.0,48956.0,650.0,8109.0,13117.0,302.0,2463.0,362.0,11904.0,1549.0,13131.0,6556.0,966.0,7680.0,4486.0,58425.0,9664.0,218.0,0.0,7857.0,148905.0,681.0,562.0,168.0,786.0,8456.0,1101.0,4102.0,9935.0,397.0,53703.0,12264.0,1526.0,23921.0,2475.0,19595.0
2020-07-28,145.0,51701.0,662.0,8088.0,13461.0,321.0,2529.0,380.0,10994.0,1673.0,13146.0,6684.0,1040.0,7667.0,4824.0,61827.0,9619.0,236.0,0.0,7978.0,147896.0,690.0,547.0,191.0,811.0,9371.0,1109.0,4387.0,10124.0,380.0,54896.0,13753.0,1565.0,26204.0,2587.0,19502.0
2020-07-29,166.0,56527.0,710.0,8241.0,14718.0,321.0,2772.0,384.0,10887.0,1656.0,13198.0,6712.0,1082.0,7661.0,5121.0,64442.0,10103.0,254.0,0.0,8044.0,144998.0,705.0,580.0,186.0,878.0,9892.0,1182.0,4290.0,10668.0,392.0,57073.0,13753.0,1627.0,27934.0,2797.0,19493.0
2020-07-30,225.0,63771.0,730.0,8371.0,15482.0,353.0,2855.0,376.0,10770.0,1666.0,13535.0,6798.0,1057.0,7749.0,5728.0,67456.0,10364.0,261.0,0.0,8357.0,146433.0,819.0,572.0,183.0,913.0,10077.0,1256.0,4372.0,10745.0,397.0,57490.0,14663.0,1786.0,29997.0,2983.0,19652.0
2020-07-31,266.0,69252.0,654.0,9233.0,16845.0,355.0,2789.0,394.0,10743.0,1657.0,13793.0,6497.0,1105.0,7662.0,5888.0,69708.0,10074.0,277.0,0.0,8454.0,148454.0,829.0,588.0,174.0,936.0,10463.0,1292.0,4577.0,11097.0,395.0,57962.0,15640.0,1723.0,32649.0,2993.0,19900.0
2020-08-01,329.0,75720.0,670.0,9814.0,17579.0,369.0,2803.0,412.0,10705.0,1657.0,14090.0,6317.0,1091.0,7765.0,6538.0,72013.0,10517.0,302.0,0.0,8668.0,150966.0,927.0,603.0,165.0,1053.0,11182.0,1323.0,4999.0,11589.0,407.0,57968.0,16796.0,1630.0,34968.0,2935.0,20233.0
2020-08-02,403.0,72188.0,701.0,10183.0,18937.0,378.0,2720.0,418.0,10596.0,1707.0,14300.0,6250.0,1118.0,7713.0,7060.0,73227.0,10886.0,347.0,0.0,8769.0,149520.0,1051.0,599.0,215.0,1186.0,12018.0,1357.0,5583.0,11979.0,380.0,56738.0,17754.0,1747.0,36037.0,3034.0,20631.0
2020-08-03,484.0,74404.0,699.0,10415.0,20306.0,400.0,2482.0,416.0,10356.0,1809.0,14572.0,6396.0,1130.0,7893.0,7723.0,74598.0,11366.0,351.0,0.0,9099.0,148843.0,1087.0,605.0,224.0,1282.0,12761.0,1445.0,5964.0,12391.0,368.0,56998.0,18547.0,1742.0,38023.0,3070.0,21108.0
2020-08-04,557.0,76377.0,692.0,11738.0,20770.0,434.0,2462.0,412.0,10207.0,1884.0,14599.0,6263.0,1146.0,7567.0,8561.0,74477.0,11511.0,369.0,0.0,9286.0,147324.0,1147.0,633.0,235.0,1467.0,13016.0,1515.0,6203.0,12802.0,390.0,56698.0,18708.0,1802.0,40191.0,3172.0,21683.0
2020-08-05,639.0,79104.0,682.0,13625.0,21093.0,471.0,2520.0,404.0,9897.0,1901.0,14690.0,6122.0,1155.0,7123.0,8648.0,73854.0,11570.0,400.0,0.0,8756.0,142458.0,1197.0,582.0,222.0,1741.0,12982.0,1552.0,6062.0,13115.0,483.0,55152.0,19568.0,1873.0,41222.0,3066.0,22315.0
2020-08-06,687.0,80426.0,642.0,14432.0,22001.0,535.0,2465.0,404.0,10072.0,2072.0,14680.0,6133.0,1140.0,7285.0,9049.0,73966.0,11524.0,421.0,0.0,8741.0,146268.0,1224.0,594.0,251.0,1807.0,13055.0,1700.0,6422.0,12678.0,496.0,54184.0,20358.0,1901.0,41973.0,2923.0,22992.0
2020-08-07,752.0,82166.0,700.0,15467.0,23888.0,530.0,2767.0,416.0,10348.0,2095.0,14766.0,6205.0,1168.0,7310.0,9017.0,75076.0,12019.0,411.0,0.0,8716.0,146612.0,1304.0,640.0,251.0,1755.0,13594.0,1743.0,6715.0,13108.0,475.0,53486.0,21417.0,1957.0,43654.0,3027.0,23829.0
2020-08-08,778.0,84654.0,720.0,16555.0,26453.0,531.0,3002.0,421.0,10409.0,2282.0,14443.0,6143.0,1182.0,7260.0,8923.0,77694.0,12451.0,411.0,0.0,8715.0,145889.0,1530.0,590.0,277.0,1826.0,13605.0,1873.0,7351.0,13195.0,447.0,52759.0,22568.0,1878.0,44563.0,3058.0,24652.0
2020-08-09,831.0,85486.0,684.0,16983.0,26669.0,530.0,3072.0,417.0,10667.0,2332.0,14386.0,6338.0,1169.0,7264.0,8816.0,79773.0,12152.0,416.0,0.0,8827.0,147355.0,1697.0,594.0,297.0,1785.0,13692.0,1989.0,7486.0,13387.0,389.0,53481.0,22869.0,1929.0,46177.0,3322.0,25486.0
2020-08-10,822.0,87112.0,670.0,16367.0,27906.0,586.0,3243.0,441.0,10729.0,2642.0,14147.0,6371.0,1175.0,7422.0,9123.0,80981.0,12391.0,457.0,0.0,9009.0,145865.0,1698.0,566.0,322.0,1869.0,13870.0,2094.0,7998.0,13473.0,371.0,53336.0,22528.0,1723.0,47890.0,3373.0,26375.0
2020-08-11,896.0,87773.0,636.0,18000.0,28065.0,566.0,3336.0,444.0,10346.0,2741.0,14055.0,6448.0,1241.0,7514.0,8811.0,79916.0,12784.0,471.0,0.0,9202.0,148042.0,1720.0,610.0,300.0,2030.0,14148.0,2180.0,8550.0,13810.0,399.0,53099.0,22628.0,1673.0,47878.0,3586.0,26031.0
2020-08-12,994.0,87597.0,690.0,19178.0,29291.0,629.0,3586.0,442.0,10868.0,2878.0,14024.0,6645.0,1206.0,7462.0,8658.0,79614.0,12770.0,506.0,0.0,9105.0,148860.0,1801.0,621.0,325.0,2032.0,13694.0,2277.0,8463.0,13677.0,378.0,52810.0,22596.0,1601.0,48998.0,3826.0,25846.0
2020-08-13,1050.0,90425.0,768.0,21629.0,30119.0,702.0,3881.0,446.0,10946.0,3194.0,14184.0,6827.0,1256.0,7392.0,8731.0,80351.0,13096.0,528.0,0.0,9317.0,147820.0,1739.0,656.0,319.0,1997.0,13888.0,2609.0,9022.0,13630.0,379.0,52929.0,22736.0,1647.0,49347.0,4059.0,26003.0
2020-08-14,1091.0,90780.0,790.0,22243.0,31483.0,739.0,4165.0,458.0,10975.0,3491.0,14210.0,6820.0,1362.0,7138.0,7828.0,78345.0,13891.0,558.0,0.0,9718.0,150105.0,1804.0,640.0,306.0,2021.0,14438.0,2750.0,9391.0,14762.0,349.0,53499.0,23438.0,1706.0,49709.0,4145.0,26447.0
2020-08-15,1130.0,89907.0,852.0,22633.0,32636.0,809.0,4494.0,464.0,11366.0,3720.0,14196.0,6748.0,1304.0,7027.0,7856.0,79209.0,14146.0,567.0,0.0,9928.0,151865.0,1825.0,641.0,309.0,2116.0,15100.0,2880.0,9954.0,13949.0,456.0,53716.0,23379.0,1796.0,50426.0,3966.0,26850.0
2020-08-16,1154.0,88138.0,882.0,22090.0,32591.0,863.0,4807.0,457.0,11489.0,3753.0,14241.0,6943.0,1342.0,6818.0,8137.0,81284.0,14944.0,592.0,0.0,9986.0,156719.0,1939.0,690.0,421.0,2011.0,16066.0,3024.0,10407.0,13863.0,486.0,54213.0,22542.0,1855.0,51437.0,4041.0,27219.0
2020-08-17,1145.0,85945.0,888.0,21471.0,31059.0,936.0,5095.0,445.0,10823.0,3760.0,14383.0,7014.0,1417.0,6985.0,8112.0,81528.0,15365.0,578.0,0.0,10312.0,158705.0,1921.0,693.0,418.0,1964.0,17430.0,3179.0,10963.0,13816.0,493.0,54019.0,21420.0,1859.0,51537.0,3923.0,27299.0
2020-08-18,1091.0,84777.0,843.0,22736.0,29387.0,1003.0,5277.0,447.0,10852.0,3825.0,14315.0,6880.0,1321.0,7048.0,8451.0,80659.0,15946.0,584.0,0.0,10232.0,155579.0,1936.0,733.0,417.0,1917.0,18161.0,3288.0,11653.0,14089.0,485.0,54122.0,21024.0,1943.0,50893.0,3850.0,27402.0
2020-08-19,1078.0,85130.0,921.0,23704.0,28692.0,1032.0,5828.0,425.0,11068.0,3861.0,14279.0,7081.0,1293.0,6879.0,8708.0,79798.0,16333.0,598.0,0.0,10521.0,156920.0,1958.0,766.0,481.0,1848.0,18856.0,3364.0,11740.0,14119.0,450.0,53860.0,20990.0,2083.0,50242.0,4073.0,27535.0
2020-08-20,1045.0,86725.0,923.0,23756.0,27546.0,1014.0,6139.0,389.0,11137.0,3838.0,14282.0,7307.0,1400.0,6965.0,9638.0,81113.0,17442.0,633.0,0.0,10717.0,160728.0,1973.0,806.0,489.0,1844.0,19814.0,3309.0,12460.0,14416.0,440.0,53155.0,21509.0,2205.0,49645.0,3915.0,27678.0
2020-08-21,1011.0,87177.0,968.0,22711.0,26789.0,1094.0,6594.0,401.0,11271.0,3910.0,14308.0,7555.0,1430.0,6914.0,9410.0,82165.0,18184.0,623.0,0.0,10782.0,162806.0,1905.0,925.0,493.0,1654.0,21063.0,3521.0,13830.0,14508.0,460.0,53283.0,21687.0,2373.0,48511.0,4016.0,27696.0
2020-08-22,971.0,87803.0,996.0,22085.0,25363.0,1172.0,7308.0,428.0,11426.0,3809.0,14177.0,8131.0,1469.0,6973.0,9527.0,83082.0,18736.0,665.0,0.0,10928.0,164879.0,1768.0,963.0,483.0,1537.0,21824.0,3517.0,14443.0,14525.0,499.0,53413.0,22386.0,2240.0,47785.0,4215.0,27804.0
2020-08-23,923.0,89389.0,990.0,21593.0,24168.0,1272.0,7495.0,416.0,11594.0,3631.0,14399.0,8680.0,1525.0,6975.0,9756.0,82693.0,19601.0,720.0,0.0,11261.0,169833.0,1655.0,1035.0,494.0,1460.0,22861.0,3654.0,15305.0,14176.0,507.0,53710.0,22908.0,2448.0,48291.0,4350.0,27900.0
2020-08-24,864.0,89742.0,961.0,19598.0,23111.0,1389.0,7790.0,406.0,11778.0,3383.0,14517.0,8961.0,1511.0,7198.0,9736.0,83567.0,20394.0,765.0,0.0,11510.0,171859.0,1608.0,1133.0,459.0,1383.0,23715.0,3706.0,14165.0,14330.0,529.0,53541.0,22919.0,2488.0,49242.0,4444.0,28069.0
2020-08-25,777.0,89516.0,880.0,19277.0,21392.0,1352.0,8424.0,393.0,11626.0,3081.0,14552.0,9442.0,1488.0,7246.0,9805.0,81230.0,20387.0,790.0,0.0,11944.0,168443.0,1626.0,1179.0,492.0,1309.0,24135.0,3753.0,13798.0,14388.0,509.0,53282.0,23737.0,2703.0,49288.0,4410.0,27694.0
2020-08-26,677.0,89932.0,899.0,19518.0,19716.0,1456.0,9388.0,381.0,11998.0,3149.0,14641.0,9489.0,1376.0,7544.0,10238.0,82429.0,21296.0,847.0,0.0,12225.0,166239.0,1608.0,1178.0,503.0,1132.0,24333.0,3981.0,14254.0,14219.0,418.0,52128.0,25685.0,2866.0,49575.0,4600.0,27349.0
2020-08-27,635.0,92208.0,987.0,19535.0,19823.0,1539.0,10174.0,364.0,12520.0,3351.0,14767.0,9758.0,1479.0,7630.0,10335.0,83627.0,22408.0,846.0,0.0,12336.0,173195.0,1731.0,1168.0,494.0,1158.0,24348.0,4264.0,14640.0,14099.0,407.0,52362.0,27600.0,3126.0,51317.0,4806.0,26954.0
2020-08-28,602.0,94209.0,1007.0,19222.0,19067.0,1544.0,11136.0,348.0,13208.0,3445.0,14742.0,9962.0,1460.0,7743.0,11096.0,85006.0,22737.0,825.0,0.0,12422.0,178561.0,1743.0,1222.0,474.0,1040.0,25215.0,4483.0,15608.0,14425.0,388.0,52364.0,28941.0,3486.0,52309.0,5274.0,26709.0
2020-08-29,564.0,96191.0,1031.0,20011.0,18047.0,1572.0,11873.0,328.0,13550.0,3535.0,14951.0,10225.0,1455.0,7781.0,11090.0,86366.0,23176.0,798.0,0.0,12714.0,181050.0,1759.0,1272.0,494.0,946.0,26386.0,4745.0,15063.0,14320.0,389.0,52506.0,30008.0,3726.0,52651.0,5502.0,26349.0
2020-08-30,518.0,97681.0,1118.0,20995.0,17670.0,1692.0,12666.0,306.0,14040.0,3646.0,15109.0,10606.0,1439.0,7672.0,11357.0,86465.0,23342.0,826.0,0.0,13117.0,185467.0,1746.0,1238.0,424.0,925.0,26736.0,4834.0,15409.0,14776.0,404.0,52726.0,31284.0,3977.0,53360.0,5735.0,25996.0
2020-08-31,473.0,99129.0,1205.0,21551.0,17333.0,1807.0,13520.0,296.0,14793.0,3635.0,15272.0,10980.0,1460.0,7959.0,11577.0,88110.0,23719.0,847.0,0.0,13592.0,193889.0,1845.0,1284.0,422.0,887.0,27219.0,4938.0,15375.0,14091.0,404.0,52721.0,31299.0,4108.0,54666.0,5912.0,25657.0
2020-09-01,439.0,100276.0,1220.0,23273.0,16335.0,1859.0,14237.0,284.0,14626.0,3649.0,15524.0,11371.0,1563.0,7980.0,14096.0,87254.0,23553.0,773.0,0.0,13914.0,194399.0,1894.0,1196.0,420.0,874.0,25758.0,4849.0,15512.0,13825.0,424.0,52578.0,31699.0,4366.0,54788.0,5908.0,25280.0
2020-09-02,400.0,101210.0,1226.0,24514.0,16168.0,1942.0,15533.0,262.0,15870.0,3962.0,15708.0,11885.0,1527.0,8022.0,15256.0,91018.0,22578.0,720.0,0.0,14072.0,198866.0,1903.0,1193.0,408.0,793.0,25288.0,4851.0,15849.0,13970.0,429.0,52379.0,32341.0,4737.0,55538.0,6042.0,24822.0
2020-09-03,381.0,103076.0,1278.0,26227.0,17001.0,2060.0,17164.0,292.0,16502.0,4379.0,15913.0,12622.0,1613.0,8053.0,14677.0,94478.0,21989.0,743.0,0.0,14337.0,202048.0,1871.0,1186.0,359.0,785.0,25193.0,4936.0,15629.0,12919.0,431.0,52380.0,32537.0,5133.0,56459.0,6442.0,24445.0
2020-09-04,352.0,103521.0,1400.0,27303.0,17319.0,2119.0,18702.0,294.0,17692.0,4782.0,16096.0,13470.0,1708.0,8441.0,15150.0,96117.0,21582.0,766.0,0.0,14888.0,205774.0,1803.0,1220.0,369.0,733.0,25538.0,5042.0,15554.0,13912.0,430.0,52070.0,32994.0,5475.0,57598.0,6871.0,24039.0
2020-09-05,345.0,102067.0,1488.0,28159.0,17032.0,2095.0,20672.0,285.0,18842.0,4896.0,16184.0,14053.0,1815.0,8800.0,15549.0,99120.0,21334.0,815.0,0.0,15474.0,211325.0,1765.0,1252.0,363.0,736.0,25816.0,5210.0,15731.0,14790.0,509.0,51633.0,32915.0,5888.0,58595.0,7188.0,23654.0
2020-09-06,338.0,100880.0,1525.0,28507.0,16594.0,2143.0,22320.0,301.0,19870.0,4945.0,16334.0,14911.0,1978.0,9547.0,15005.0,99636.0,21867.0,834.0,0.0,15688.0,221012.0,1872.0,1374.0,344.0,726.0,25909.0,5161.0,15870.0,14996.0,549.0,51583.0,32553.0,6220.0,59963.0,7575.0,23390.0
2020-09-07,331.0,99689.0,1520.0,28273.0,16426.0,2253.0,23685.0,302.0,20909.0,4754.0,16443.0,15692.0,2176.0,10446.0,14410.0,99285.0,22743.0,850.0,0.0,16115.0,236208.0,1820.0,1433.0,380.0,657.0,27121.0,5086.0,16156.0,14958.0,534.0,51458.0,31635.0,6311.0,61625.0,7640.0,23218.0
2020-09-08,312.0,97932.0,1576.0,28798.0,16121.0,2187.0,24708.0,297.0,20543.0,4501.0,16482.0,16333.0,2234.0,11009.0,14588.0,97020.0,22133.0,818.0,0.0,16961.0,237292.0,1710.0,1457.0,379.0,525.0,27938.0,4856.0,16640.0,14958.0,538.0,51215.0,31670.0,6641.0,62144.0,7965.0,23216.0
2020-09-09,307.0,96769.0,1670.0,29206.0,15346.0,2334.0,26915.0,294.0,22377.0,4499.0,16319.0,16890.0,2326.0,11859.0,15438.0,96937.0,23280.0,856.0,0.0,17205.0,243809.0,1683.0,1343.0,378.0,496.0,28628.0,4831.0,16230.0,15090.0,538.0,50213.0,31654.0,6903.0,63256.0,8261.0,23254.0
2020-09-10,297.0,97271.0,1630.0,29166.0,15626.0,2484.0,28041.0,295.0,23773.0,4833.0,16296.0,17328.0,2487.0,12839.0,15726.0,99489.0,24616.0,778.0,0.0,17702.0,253100.0,1774.0,1355.0,442.0,578.0,29255.0,4770.0,17065.0,15108.0,553.0,49203.0,32106.0,7086.0,64028.0,8577.0,23341.0
2020-09-11,293.0,97338.0,1658.0,29690.0,15239.0,2573.0,29332.0,294.0,25416.0,5030.0,16198.0,18332.0,2723.0,14074.0,15447.0,101556.0,26292.0,775.0,0.0,18433.0,261798.0,1633.0,1434.0,583.0,834.0,30529.0,4794.0,18088.0,15702.0,532.0,48482.0,32195.0,7383.0,66317.0,9106.0,23377.0
2020-09-12,286.0,96191.0,1689.0,29580.0,15190.0,2606.0,31001.0,280.0,26907.0,5104.0,16286.0,18875.0,2874.0,15169.0,15180.0,98345.0,27944.0,803.0,0.0,18992.0,271934.0,1533.0,1534.0,589.0,1134.0,30450.0,4878.0,19096.0,15859.0,532.0,47918.0,32005.0,7365.0,67321.0,9405.0,23461.0
2020-09-13,268.0,95733.0,1712.0,29133.0,14396.0,2586.0,33246.0,279.0,28059.0,5323.0,16301.0,19446.0,3194.0,16261.0,14844.0,97834.0,28870.0,841.0,0.0,19840.0,280138.0,1584.0,1570.0,591.0,1215.0,30999.0,4847.0,19384.0,16582.0,541.0,47110.0,31607.0,7584.0,67955.0,9781.0,23521.0
2020-09-14,252.0,95072.0,1732.0,28161.0,14113.0,2728.0,31505.0,255.0,28812.0,5173.0,16407.0,20079.0,3364.0,17481.0,14336.0,99222.0,30140.0,869.0,0.0,20487.0,290716.0,1638.0,1623.0,598.0,1172.0,31539.0,4878.0,19787.0,16654.0,567.0,47012.0,30532.0,7429.0,68122.0,10519.0,23624.0
2020-09-15,227.0,93204.0,1756.0,28630.0,13975.0,2847.0,33645.0,248.0,28641.0,4946.0,16469.0,20417.0,3659.0,18049.0,14064.0,98482.0,30555.0,903.0,0.0,21228.0,291630.0,1585.0,1686.0,549.0,1289.0,32344.0,4805.0,20690.0,16726.0,582.0,46912.0,30400.0,7564.0,67287.0,10374.0,23693.0
2020-09-16,204.0,92353.0,1795.0,29180.0,13055.0,2991.0,35909.0,229.0,29787.0,5102.0,16357.0,20430.0,3801.0,18678.0,14118.0,98555.0,31226.0,938.0,0.0,21620.0,292174.0,1745.0,1818.0,558.0,1269.0,32267.0,4674.0,21154.0,16761.0,464.0,46806.0,30401.0,7498.0,67335.0,10739.0,23942.0
